Date;Activity;Details;Time;Involved People
04/06/2020;College;Virtual classes ASI;01:15:49;
05/06/2020;Sleep;;07:43:00;
05/06/2020;Coffee;;00:21:45;
05/06/2020;College;Practice MAD,Programming;06:42:35;
05/06/2020;Relax;;00:10:32;
05/06/2020;College;Practice MAD ;04:29:54;
05/06/2020;Cook,eat;Meat to pan,Salad,Pasta;01:56:10;
06/06/2020;Sleep;;06:06:25;
06/06/2020;Coffee;;00:15:00;
06/06/2020;College;Project 2 SOR Theoretical, Project 2 Group,Practice MAD;07:27:26;
06/06/2020;Eat;Meat to pan,Salad,Pasta;02:18:57;
06/06/2020;Work;;04:02:45;
07/06/2020;Sleep;;08:13:58;
07/06/2020;Coffee;;00:25:00;
07/06/2020;Work;;04:02:45;
07/06/2020;Relax;;00:16:58;
07/06/2020;Work;;05:31:22;
07/06/2020;College,Mother's call,Relax;;00:50:46;
07/06/2020;Work;;02:05:43;
08/06/2020;Cook,Eat;Meat to pan,Salad,Pasta;02:02:00;
08/06/2020;Sleep;;08:45:00;
08/06/2020;Coffee;;00:20:00;
08/06/2020;College;Survey 5 MAD;05:56:31;
08/06/2020;Shopping,Order and Cleanliness;;02:08:54;
08/06/2020;College;Practice ASI;03:04:17;
08/06/2020;Cook,Eat,Sing,Mother's call;;02:20:28;
09/06/2020;Sleep;;08:18:58;
09/06/2020;College;Practice ASI;02:35:39;
09/06/2020;Work;;05:40:51;
09/06/2020;College,Work;Virtual classes;01:53:26;
09/06/2020;Cook,Eat;Pork chops,Pasta;01:14:36;
10/06/2020;Work;;08:03:11;
10/06/2020;College;Summarize MAD;04:39:01;
10/06/2020;College,Sing;Virtual classes;02:02:10;
10/06/2020;College;Summarize MAD;01:05:58;
10/06/2020;Work;;03:17:53;
10/06/2020;Eat,Eat,Mother's call,Training,Relax;Pork chop,Potatoes to saucepan;02:14:29;
11/06/2020;Work;;00:20:03;
11/06/2020;Sleep;;07:45:00;
11/06/2020;College;Consult ASI;01:24:26;
11/06/2020;Work;;05:36:44;
11/06/2020;Virtual classes,Relax;;02:16:53;
11/06/2020;Work;;02:18:58;
11/06/2020;College;Virtual classes,Practice ASI;02:00:45;
12/06/2020;Cook,Eat;Pork chops to saucepan,Potatoes,Pasta,Eggs;02:05:08;
12/06/2020;Sleep;;07:11:45;
12/06/2020;College;Summarize MAD,Practice MAD;07:30:24;
12/06/2020;Work;;01:22:18;
12/06/2020;Eat,Relax;Pasta,Tuna,Eggs,Potatoes;00:51:44;
12/06/2020;Work;;05:01:32;
13/06/2020;Sleep;;08:30:00;
13/06/2020;Work;;01:45:00;
13/06/2020;Shopping,Eat;Toasts with cheese and stirred eggs;01:47:45;
13/06/2020;Work;;04:14:49;
13/06/2020;Training,Eat;Toasts with cheese and stirred eggs;01:00:00;
14/06/2020;Work;;01:43:32;
14/06/2020;Sleep;;08:04:00;
14/06/2020;College;Theoretical project (Unit 4) SOR;03:30:00;
14/06/2020;Training,Eat,Adjust setup;Toasts with cheese and eggs;01:23:22;
14/06/2020;Work;;05:28:26;
15/06/2020;Cook,Eat;Toasts with cheese,Eggs;00:56:42;
15/06/2020;Work;;00:33:58;
15/06/2020;Sleep;;07:42:09;
15/06/2020;Coffee;;00:30:32;
15/06/2020;College;Survey 6 MAD Practical and theoretical;01:40:13;
15/06/2020;Relax;;00:26:25;
15/06/2020;College;Theoretical prject (Unit 4) SOR;05:23:31;
15/06/2020;Relax;;00:19:17;
15/06/2020;Cook,Eat;Toasts with cheese and eggs;00:32:02;
16/06/2020;Work;;04:26:46;
16/06/2020;Sleep;;08:20:12;
16/06/2016;Messages;;00:14:16;Nick,Raymond,Vincent,Mother
16/06/2020;College;Theoretical project (Unit 4) SOR;02:03:03;
16/06/2020;Coffee;;00:24:23;
16/06/2020;Sing;;00:43:34;
16/06/2020;Work;;03:40:29;
16/06/2020;Cook,Eat,Work;Eggs,Bread with cheese,Potatoes to oven;02:21:06;
16/06/2020;Meet with friends;;02:14:17;Raymond
16/06/2020;College,Mother's call;Virtual classes;01:39:55;Mother
16/06/2020;Messages;;00:22:28;Ron,John,Nick,Vincent
17/06/2020;Work;;01:37:04;
17/06/2020;Sleep;;07:59:58;
17/06/2020;Work;;05:12:48;
17/06/2020;College;Virtual classes;00:52:32;
17/06/2020;Shopping;;02:15:33;
17/06/2020;Cook,Eat;Breaded meat,Eggs,Pasta,Bread;02:13:18;
17/06/2020;College;Project SOR (Second submit);02:42:33;
18/06/2020;Sleep;;09:18:00;
18/06/2020;College;Summarize MAD,Practice AED;04:29:10;
18/06/2020;Relax;;00:08:19;
18/06/2020;College;Summarize MAD;01:19:00;
18/06/2020;College,Eat;Pasta,Breaded meat;01:31:32;
18/06/2020;College;Exam 2 SOR;01:44:43;
18/06/2020;Relax;;00:34:10;
19/06/2020;Sleep;;07:14:02;
19/06/2020;College;Summarize ASI;10:04:31;
19/06/2020;Training,Cook,Eat,Mother's Call;Pasta,Breaded meat,Bread;03:09:45;
19/06/2020;College;Summarize ASI;00:50:18;
19/06/2020;Work;;01:17:04;
20/06/2020;Sleep;;07:34:00;
20/06/2020;College;Summarize ASI;04:29:39;
20/06/2020;Training;Go out to run;01:20:15;
20/06/2020;College;Practice AED,Summarize ASI;03:10:25;
20/06/2020;Relax;;00:19:05;
20/06/2020;Work;;00:46:18;
20/06/2020;Sing;;00:43:08;
20/06/2020;Work;;02:09:11;
21/06/2020;Eat;Breaded meat,Pasta;00:38:26;
21/06/2020;Work;;00:53:23;
21/06/2020;Sleep;;07:46:14;
21/06/2020;College;Project SOR (Second submit);01:00:27;
21/06/2020;Work;;01:53:44;
21/06/2020;Work;;03:50:39;
21/06/2020;Cook,Eat;Pasta,Breaded meat,Bread;02:02:49;
21/06/2020;College;Project SOR (Second submit),Summarize ASI;01:35:40;
21/06/2020;Work;;01:08:06;
22/06/2020;Work;;02:25:11;
22/06/2020;Sleep;;08:16:06;
22/06/2020;College;Summarize and practice MAD,Exam AED,Project SOR;05:54:27;
22/06/2020;Cook,Eat,training;Pasta,Pork chops;01:06:06;
22/06/2020;College;Exam ASI;01:59:41;
22/06/2020;College;Practice MAD;03:04:21;
23/06/2020;Sleep;;07:30:46;
23/06/2020;College;Practice MAD ;05:10:23;
23/06/2020;Shopping;Cannon cable;01:23:48;
23/06/2020;Messages,Microphone test;;00:28:50;Nick
23/06/2020;College;Exhibition project SOR;05:25:54;
23/06/2020;College;Practice MAD;00:54:36;
23/06/2020;Cook,Eat;Pasta,Pork chops;01:11:08;
24/06/2020;Sleep;;07:45:00;
24/06/2020;College;Survey 7 MAD;03:00:16;
24/06/2020;Organize;;01:32:30;
24/06/2020;College,Training,Play guitar;Virtual classes;01:35:49;
24/06/2020;College;Homework ASI;03:14:38;
24/06/2020;Wok;;02:35:46;
25/06/2020;Eat;Breade meat,Potatoes to saucepan;01:50:17;
25/06/2020;Sleep;;08:07:20;
25/06/2020;Work;;02:31:53;
25/06/2020;No internet,Play guitar;;02:37:41;
25/06/2020;Shopping;;00:26:47;
25/06/2020;Work;;01:57:00;
25/06/2020;College;Virtual classes;00:44:55;
25/06/2020;Work;;01:54:53;
25/06/2020;Eat,Cook,College;Virtual classes,Rice with chicken thigh;03:23:32;
26/06/2020;Sleep;;08:03:32;
26/06/2020;Work;;08:05:57;
26/06/2020;Eat;Rice,Chicken;00:15:41;
26/06/2020;Training;Running;01:01:18;
26/06/2020;Work;;02:21:52;
27/06/2020;Cook,Eat;Pork chops with pasta;02:30:00;
27/06/2020;Sleep;;08:15:38;
27/06/2020;Work,College,Music;Study MAD,Record music;04:58:24;
27/06/2020;Work,Eat;;02:39:05;
27/06/2020;Work;;00:30:35;
27/06/2020;College;Study MAD,Study SOR;05:07:38;
27/06/2020;Work;;00:46:35;
28/06/2020;College;;07:49:34;
28/06/2020;College;Study MAD,Study SOR;04:47:49;
28/06/2020;Messages;;00:22:09;Nick,John,Ron
28/06/2020;Work;;01:32:28;
28/06/2020;Order and Cleanliness;;01:11:57;
28/06/2020;Work;;02:09:33;
29/06/2020;Eat,Mother's call;;01:14:16;
29/06/2020;Sleep;;08:47:37;
29/06/2020;College;Practice SOR,Study MAD;06:25:46;
29/06/2020;Shopping,Cook,Eat,Training;Pasta,Stirred eggs,Chicken thigh,Bread;02:40:14;
29/06/2020;College;Study MAD;01:23:52;
30/06/2020;Work;;01:29:45;
30/06/2020;Sleep;;08:00:00;
30/06/2020;College;Study MAD;05:32:18;
30/06/2020;Eat,Relax;;01:24:30;
30/06/2020;College;Study MAD;04:58:59;
30/06/2020;Relax;;00:18:01;
30/06/2020;Work;;01:18:48;
01/07/2020;Eat;;00:29:47;
01/07/2020;Sleep;;08:08:19;
01/07/2020;College;Final exam MAD;02:56:56;
01/07/2020;Relax;;01:00:00;
01/07/2020;College;Study SOR;04:09:11;
01/07/2020;Cook,Eat;Pork chops,Eggs,Bread;01:15:00;
01/07/2020;College;Study SOR;03:30:02;
01/07/2020;Work,Eat;;01:15:00;
02/07/2020;Sleep;;09:03:29;
02/07/2020;College;Study SOR,Exam SOR ;07:15:00;
02/07/2020;Cook,Eat;Breaded meat,Rice;02:19:30;
02/07/2020;Work;;02:36:25;
03/07/2020;Sleep;;07:38:19;
03/07/2020;Work;;01:06:44;
03/07/2020;Cook,Eat;Breaded meat,Rice;01:22:41;
03/07/2020;Work;;04:54:29;
03/07/2020;Shopping,Eat;;01:49:21;
03/07/2020;Work;;01:46:44;
03/07/2020;Shopping;;01:34:06;
04/07/2020;Work;;01:52:32;
04/07/2020;Sleep;;08:27:00;
04/07/2020;Work;;01:21:32;
04/07/2020;Cook,Eat,Work;Chops,Past,Bread;01:50:35;
04/07/2020;Work;;03:52:00;
04/07/2020;Take back clothes;;00:21:59;
04/07/2020;Work;;01:21:44;
04/07/2020;Order and Cleanliness;;03:44:06;
05/07/2020;Meet with friends;;05:40:36;Nick,John,Brody
05/07/2020;Sleep;;08:33:00;
05/07/2020;Arrange plants;;02:20:00;
05/07/2020;Cook,Eat,Relax;;01:46:45;
05/07/2020;Calls;;01:07:05;Mother,Frank
05/07/2020;Work;;04:18:15;
06/07/2020;Sleep;;07:57:48;
06/07/2020;Work;;02:20:17;
06/07/2020;Cook,Eat;Chops,Pasta;02:17:16;
06/07/2020;Work;Desarrollar Captura de Datos;03:37:45;
06/07/2020;Eat;;00:34:21;
07/07/2020;Music;Mix music;05:36:53;
07/07/2020;Sleep;;08:08:22;
07/07/2020;Work;;03:15:36;
07/07/2020;Cook,Eat,Relax;Pork chops to saucepan,Potatoes,Eggs;01:52:38;
07/07/2020;Work;;06:16:15;
07/07/2020;Cook,Eat,Relax;;02:31:59;
08/07/2020;Sleep;;08:06:15;
08/07/2020;Work;;03:46:08;
08/07/2020;Eat;;00:39:06;
08/07/2020;Work;;04:36:00;
09/07/2020;Cook,Eat;Pasta with tomatoes sauce,Pork chops,Eggs;02:30:00;
09/07/2020;Sleep;;07:06:10;
09/07/2020;Work;;03:22:57;
09/07/2020;Eat;;00:44:06;
09/07/2020;College;;05:25:40;
10/07/2020;Music;Mix music;04:38:03;
10/07/2020;Sleep;;08:57:07;
10/07/2020;Work;;01:42:28;
10/07/2020;Shopping,Cook,Eat;;02:42:27;
10/07/2020;Pay taxes;;00:25:12;
10/07/2020;Work;;04:50:26;
10/07/2020;Mother's call;;00:23:20;Mother
11/07/2020;Work;;01:26:53;
11/07/2020;Sleep;;01:26:53;
11/07/2020;Work;;02:18:11;
11/07/2020;Eat;;00:50:53;
11/07/2020;Work;;03:38:08;
11/07/2020;Cook,Eat,Relax;Pasta,Breaded meat,Bread;01:49:12;
12/07/2020;Work;;04:11:37;
12/07/2020;Eat;;00:24:53;
12/07/2020;Sleep;;07:33:03;
12/07/2020;Work;;01:14:58;
12/07/2020;Cook,Eat;;01:14:51;
12/07/2020;Arrange plants;;00:22:42;
12/07/2020;Organize;;00:26:46;
12/07/2020;Work;;04:45:18;
12/07/2020;Training,Music,Sing;;04:04:10;
13/07/2020;Meet with friends;;05:35:20;Nick,John,Ron,Nash
13/07/2020;Sleep;;07:26:17;
13/07/2020;Coffee;;00:26:06;
13/07/2020;Organize;;01:27:23;
13/07/2020;College;Summarize ASI;00:50:02;
13/07/2020;Shopping,Cook,Eat,Relax;Pasta,Ossobuco to pan,Eggs;03:24:56;
13/07/2020;Coffee;;00:16:07;
13/07/2020;Work;;02:44:06;
13/07/2020;Shopping;;01:05:31;
14/07/2020;Work;;01:02:18;
14/07/2020;Sleep;;08:54:26;
14/07/2020;College;Practice ASI;01:29:49;
14/07/2020;Work;;01:12:03;
14/07/2020;Eat;;01:15:43;
14/07/2020;Music;Record music;00:55:19;
14/07/2020;Bring guitar from Nick's house;;00:42:15;Nick
14/07/2020;Work;;01:52:12;
14/07/2020;Work;;03:01:25;
15/07/2020;Cook,Eat,Music,Training;;03:07:31;
15/07/2020;Sleep;;08:02:15;
15/07/2020;EzDrummer 2 installation,Music;;01:20:45;
15/07/2020;Cook,Eat;Ossobuco to oven,Pasta with tomatoe sauce,Eggs;02:45:49;
15/07/2020;EzDrummer 2 installation;;01:55:20;
15/07/2020;Work;;01:06:49;
15/07/2020;Training;;00:47:32;
15/07/2020;Work;;01:45:38;
15/07/2020;Eat,Relax;;01:01:30;
15/07/2020;EzDrummer 2 installation;;00:58:04;
16/07/2020;Music;Record music;02:13:07;
16/07/2020;Sleep;;07:52:58;
16/07/2020;Work;;01:12:16;
16/07/2020;Cook,Eat;Pasta with tomatoes sauce,Ossobuco to oven,Eggs;02:03:50;
16/07/2020;Work;;02:22:11;
16/07/2020;Music;Record music;02:22:22;
16/07/2020;College;Consultation class ASI;00:30:42;
16/07/2020;Music;Record music;01:32:26;
16/07/2020;Eat;;00:40:03;
16/07/2020;Work;;01:35:58;
17/07/2020;Sleep;;08:25:27;
17/07/2020;Work,Music;Mix music;02:07:15;
17/07/2020;Cook,Eat;Breaded meat,Potatoes to oven,Eggs,Cornmeal;01:44:37;
17/07/2020;Work,Music;Mix music;06:05:38;
17/07/2020;Training;;01:05:30;
18/07/2020;Cook,Eat;Rice,Potatoes to oven;01:36:56;
18/07/2020;Sleep;;08:44:43;
18/07/2020;Work;;01:55:46;
18/07/2020;Shopping,Cook,Eat;Breaded meat,rice;02:14:15;
18/07/2020;Work;;01:06:46;
18/07/2020;Music;Mix music;03:37:15;
18/07/2020;Music,Order and Cleanliness,Eat;Breaded meat,Rice,Potatoes to oven,Mix music;05:41:04;
19/07/2020;Sleep;;07:30:00;
19/07/2020;College;Practice ASI;03:51:52;
20/07/2020;Sing,Music;;13:01:47;Nick,Ron,John,July
20/07/2020;Sleep;;07:45:10;
20/07/2020;Coffee;;00:29:50;
20/07/2020;College;Send doubts ASI;01:10:49;
20/07/2020;Cook,Eat,Training;Meat to oven,Pasta with tomatoes sauce;01:45:54;
20/07/2020;Work;;06:15:43;
21/07/2020;Cook,Eat,Sing;;02:29:34;
21/07/2020;Sleep;;08:58:55;
21/07/2020;Work;;03:26:58;
21/07/2020;Training;;00:56:49;
21/07/2020;Shopping,Eat;Tuna with bread,Peanut;01:34:08;
21/07/2020;Work;;03:28:49;
22/07/2020;Cook,Eat,Sing;Pasta with tomatoe sauce,Ossobuco to oven,Eggs,Bread;02:43:28;
22/07/2020;Sleep;;06:46:27;
22/07/2020;Work;;01:51:13;
22/07/2020;College;Practice ASI;03:16:26;
22/07/2020;Cook,Eat;Meat to oven,Eggs;01:47:44;
22/07/2020;Relax;;00:24:32;
22/07/2020;College;DoubtsASI;02:11:06;
23/07/2020;Work;;02:55:00;
23/07/2020;Sleep;;08:53:30;
23/07/2020;College;Doubts ASI;02:00:28;
23/07/2020;Cook,Eat;Pasta with tomatoe sauce,Meat to oven;02:01:19;
23/07/2020;Work;;03:24:48;
23/07/2020;Training;;00:49:35;
23/07/2020;Eat;;00:58:13;
23/07/2020;Work;;01:01:48;
24/07/2020;Sleep;;08:30:00;
24/07/2020;College;Doubts ASI;02:06:54;
24/07/2020;Cook,Eat;Breaded meat,Rice,Eggs;02:03:46;
24/07/2020;Relax,Withdraw money;;00:54:00;
24/07/2020;Work;;04:57:19;
25/07/2020;Sleep;;08:53:14;
25/07/2020;Work;;02:11:04;
25/07/2020;Cook,Eat;Breaded meat,Mushed potatoes,Eggs;00:49:54;
25/07/2020;Work;;01:23:17;
25/07/2020;Work,Recovery files from external disk;;01:07:43;
25/07/2020;Training;;00:46:09;
25/07/2020;Order and Cleanliness;;01:06:43;
26/07/2020;Music;Mix music;05:05:42;
26/07/2020;Cook,Eat;Breaded meat;00:51:00;
26/07/2020;Sleep;;08:27:37;
26/07/2020;Work;;01:15:10;
26/07/2020;Eat;;00:52:23;
26/07/2020;Work;;01:06:44;
26/07/2020;Sing,Music,Cook,Eat;Record music,Ossobuco to oven,Cornmeal;07:20:16;
26/07/2020;Work;;00:41:16;
27/07/2020;Mother's call;;01:07:00;Mother
27/07/2020;Sleep;;07:30:00;
27/07/2020;College,Work;Oganize;01:03:38;
27/07/2020;College,Work;Virtual classes;02:08:48;
27/07/2020;Work;;00:33:51;
27/07/2020;Cook,Eat,Relax;Ossobuco to oven,Mushed potatoes;01:43:00;
27/07/2020;Work;;01:36:47;
27/07/2020;College;Virtual classes ASI;01:27:55;
27/07/2020;Shopping,Cook,Eat,Mother's call,Training;Meat to oven,Mushed potatoes,Eggs;03:48:02;
28/07/2020;Sleep;;09:15:32;
28/07/2020;College;Summarize ASI;02:00:07;
28/07/2020;Eat;;00:58:00;
28/07/2020;College;Summarize ASI,Install programs PPR;03:13:17;
28/07/2020;Work;;00:32:20;
28/07/2020;Cook;Meat to oven,Mushed potatoes;01:13:44;
28/07/2020;College;Virtual classes PPR;02:40:39;
28/07/2020;Work;;01:05:12;
28/07/2020;Eat,Relax;;01:13:01;
29/07/2020;Sleep;;08:30:00;
29/07/2020;Work;;01:01:10;
29/07/2020;College,Training,Cook,Eat;Breaded meat to oven,Mushed potatoes,Eggs,Virtual classes SSL;03:33:51;
29/07/2020;College;Practice ASI;02:25:03;
29/07/2020;Work;;02:32:32;
29/07/2020;Eat;;00:31:05;
29/07/2020;Work;;00:59:28;
30/07/2020;College;Summarize SSL;00:22:08;
30/07/2020;Eat;;00:39:12;
30/07/2020;Sleep;;08:12:12;
30/07/2020;Coffee;;00:19:00;
30/07/2020;College;Practice ASI;01:11:43;
30/07/2020;Work;;00:50:19;
30/07/2020;Eat;;00:39:06;
30/07/2020;Work;;00:58:14;
30/07/2020;College,Training,Cook;Virtual classes SSL;01:48:28;
30/07/2020;Cook,Eat,Relax;Meat to oven,Pasta with tomatoe sauce;00:57:33;
30/07/2020;Work;;02:04:50;
30/07/2020;College;Virtual classes ASI;02:15:18;
30/07/2020;Eat;;00:34:14;
31/07/2020;Cook,Eat;Meat to oven;01:06:00;
31/07/2020;Sleep;;08:21:09;
31/07/2020;College;Practice ASI;01:49:40;
31/07/2020;Eat;;00:26:53;
31/07/2020;Work;;01:46:26;
31/07/2020;Shopping,Eat;Breaded chicken meat sandwich;01:37:19;
31/07/2020;College,Order and Cleanliness;Summarize SSL,Virtual classes PPR;06:20:16;
01/08/2020;Training,Cook;Meat to oven,Rice;01:00:07;
01/08/2020;Eat;;01:00:45;
01/08/2020;Sleep;;08:25:45;
01/08/2020;Work;;01:25:12;
01/08/2020;Eat;;00:55:16;
01/08/2020;Work;;02:16:45;
01/08/2020;College;Summarize ASI;01:10:42;
01/08/2020;College,Work;Practice ASI;01:08:30;
01/08/2020;Eat;;00:51:00;
01/08/2020;College,Work;Practice ASI;00:11:30;
01/08/2020;College;Summarize SSL;01:20:44;
02/08/2020;Sleep;;07:53:19;
02/08/2020;Messages;;00:34:01;Raymond,Tiana
02/08/2020;Work;;00:47:54;
02/08/2020;Work;;00:37:41;
02/08/2020;Cook,Eat;Meat to oven,Rice;00:54:15;
02/08/2020;Work;Backtesting;02:30:53;
02/08/2020;Cook,Eat;Breaded meat chicken sandwich;01:24:31;
02/08/2020;Work;;02:00:40;
02/08/2020;College;Practice ASI;01:11:32;
02/08/2020;Mother's call;;00:26:48;
03/08/2020;Work;;00:52:20;
03/08/2020;Eat;;00:22:37;
03/08/2020;Sleep;;08:19:02;
03/08/2020;Work;;01:07:13;
03/08/2020;College;Virtual classes AED;01:52:26;
03/08/2020;Cook,Eat,Sing,Relax;Ossobuco to oven,mushed potatoes;01:46:07;
03/08/2020;College;Virtual classes ASI;02:30:00;
03/08/2020;Cook,Eat,Training;Ossobuco to pan,Salad,Mushed potatoes;02:33:35;
04/08/2020;Sleep;;08:54:55;
04/08/2020;Work;;01:08:54;
04/08/2020;Cook,Eat,College;Doubts ASI,Ossobuco to pan,Salad;01:43:16;
04/08/2020;College;Practice ASI;01:18:00;
04/08/2020;Work;;01:58:06;
04/08/2020;College,Training,Cook;Virtual classes PPR,Ossobuco to pan,Mushed potatoes;03:16:53;
04/08/2020;Eat;;00:54:18;
04/08/2020;Mother's call;;00:53:40;
05/08/2020;Sleep;;09:00:00;
05/08/2020;College;Practice ASI;01:06:57;
05/08/2020;College,Training,Shopping,Cook,Eat;Meat to oven,Mushed potatoes,Virtual classes SSL;04:10:11;
05/08/2020;College;Practice ASI;02:14:12;
05/08/2020;Eat;;00:34:53;
05/08/2020;College;Practice ASI;00:54:38;
05/08/2020;Work;;01:48:02;
06/08/2020;Eat;;00:52:10;
06/08/2020;Sleep;;08:48:24;
06/08/2020;Free space from mobile;;01:39:32;
06/08/2020;College;Virtual classes ASI;01:19:45;
06/08/2020;Shopping;;01:04:27;
06/08/2020;College,Training,Shopping,Cook;Meat to oven,Eggs,Rice,Virtual classes SSL;02:24:16;
06/08/2020;Eat;;01:25:48;
06/08/2020;College;2nd Practical exam ASI;03:49:00;
06/08/2020;Procrastination;;00:33:45;
07/08/2020;College;Organize;00:32:29;
07/08/2020;Eat;;00:41:49;
07/08/2020;Sleep;;07:31:26;
07/08/2020;Organize;;01:44:46;
07/08/2020;Cook,Training,Eat;Meat to oven,Eggs,Yem;01:50:53;
07/08/2020;Organize;;01:08:41;
07/08/2020;Order and Cleanliness,Eat;;01:31:00;
08/08/2020;Sleep;;07:53:42;
08/08/2020;Work,Cooking;Meat to oven;00:44:06;
08/08/2020;Cook,Eat;Eggs;00:46:53;
08/08/2020;Work;;03:15:36;
08/08/2020;College;Summarize PPR;00:35:19;
08/08/2020;Cook,Eat,Shopping;Rice,Eggs;02:18:45;
08/08/2020;College;Summarize PPR;01:29:26;
09/08/2020;Work;;02:34:47;
09/08/2020;Sleep;;07:44:05;
09/08/2020;Meassure food;;00:21:41;
09/08/2020;Work;;02:40:00;
09/08/2020;Cook,Eat,Sing;Meat to oven,Eggs;02:09:35;
09/08/2020;Sing;;06:00:00;
09/08/2020;Eat;;00:46:43;
09/08/2020;College;Summarize PPR;01:22:34;
10/08/2020;Eat;;00:28:04;
10/08/2020;Sleep;;07:49:34;
10/05/2020;College;Summarize PPR;00:39:30;
10/05/2020;College;Practice SSL;01:04:35;
10/08/2020;College,Eat;Virtual classes AED;02:08:08;
10/08/2020;Pay taxes;;00:29:11;
10/08/2020;College;Practice SSL;00:50:00;
10/08/2020;Cook,Eat,College;Pizza,Practice SSL;01:53:41;
10/08/2020;College;Practice SSL;00:14:10;
10/08/2020;College,Training;Virtual classes ASI;01:45:18;
10/08/2020;Work;;03:31:32;
11/08/2020;Eat,Mother's call;;00:48:11;
11/08/2020;Sleep;;07:52:17;
11/08/2020;Coffee,Readings;;00:33:00;
11/08/2020;College;Summarize PPR;00:50:49;
11/08/2020;Shopping,Cook,Eat,Training,Order and Cleanlines;;03:48:04;
11/08/2020;College;Summarize PPR;00:35:51;
11/08/2020;Work;;01:56:33;
11/08/2020;College;Survey 1 PPR;00:17:16;
11/08/2020;College,Eat,Sing;Virtual classes PPR;02:46:56;
12/08/2020;Music;Mix;03:43:02;
12/08/2020;Sleep;;08:04:04;
12/08/2020;College;Project ASI;00:16:25;
12/08/2020;Work;;01:50:59;
12/08/2020;Cook,Eat,Morther's call;;01:37:31;Mother
12/08/2020;Sing,College;Virtual classes SSL;01:28:41;
12/08/2020;Work;;01:01:00;
12/08/2020;College;Summarize SSL;01:30:44;
12/08/2020;Eat;;00:28:44;
12/08/2020;College;Summarize SSL;02:08:38;
13/08/2020;Sleep;;08:08:33;
13/08/2020;College,Programming;Algorithms SSL;02:25:24;
13/08/2020;College,Cook,Eat;Virtual classes AED,Meat to oven,Eggs;01:23:38;
13/08/2020;College,Programming;Algorithms SSL;00:33:33;
13/08/2020;Sing,College,Relax;Virtual classes SLL;02:04:40;
13/08/2020;Facultad;Practice ASI;00:53:15;
13/08/2020;Cook,Eat;Fries,Meat to oven;01:30:26;
13/08/2020;College;Virtual classes ASI;03:07:31;
14/08/2020;Eat;;00:30:28;
14/08/2020;Sleep;;07:30:49;
14/08/2020;College,Programming;Algorithms SSL;02:38:56;
14/08/2020;Cook,Eat;Meat to pan,Eggs,Mushed potatoes;01:32:46;
14/08/2020;Work;;02:58:28;
14/08/2020;Music;Compose music;02:57:45;
14/08/2020;College,Relax,Cook;Virtual classes PPR,Meat to oven;02:45:00;
15/08/2020;Eat;;00:50:02;
15/08/2020;Sleep;;07:42:16;
15/08/2020;Breakfast;Meat with cheese and tomatoe sandwich;00:37:17;
15/08/2020;Organize;;00:06:01;
15/08/2020;Work;;04:00:12;
15/08/2020;Eat;;00:37:30;
15/08/2020;Work;;00:16:10;
15/08/2020;Meet with friends;;05:30:00;Ethan,Nick
16/08/2020;Work;;02:15:00;
16/08/2020;Sleep;;07:45:19;
16/08/2020;Work;;01:21:10;
16/08/2020;Shopping;;01:13:04;
16/08/2020;Eat;;01:01:12;
16/08/2020;Work;;02:26:47;
16/08/2020;Training,Cook,Eat;Oats;01:42:59;
16/08/2020;Work;;02:24:16;
16/08/2020;Cook,eat;Breaded meat,Fries,Eggs;01:49:05;
16/08/2020;Work;;00:40:34;
17/08/2020;Sleep;;08:10:49;
17/08/2020;College;Practice PPR;01:14:55;
17/08/2020;Eat,Shopping;;00:58:27;
17/08/2020;College,Work;Practice PPR;02:13:03;
17/08/2020;Shopping;;00:48:03;
17/08/2020;Cook,Eat;Breaded meat,Fries,Eggs;02:01:02;
17/08/2020;Sing,Music,Relax;Compose music;04:08:33;
17/08/2020;Eat;;00:19:56;
17/08/2020;College;Practice PPR;01:30:27;
18/08/2020;Cook,Eat;Oats;00:31:08;
18/08/2020;Sleep;;08:25:51;
18/08/2020;College;Practice PPR,Summarize SSL;02:05:34;
18/08/2020;Cook,Eat;Breaded meat,Fries,Eggs;01:43:15;
18/08/2020;College;Practice SSL;02:25:45;
18/08/2020;Shower;;00:13:00;
18/08/2020;College,Mother's call;Virtuales classes PPR;03:43:53;Mother
18/08/2020;Relax;;00:05:38;
18/08/2020;College;Practice SSL;01:04:01;
19/08/2020;Cook,Eat;Meat to oven,Fries,Eggs;01:31:31;
19/08/2020;Sleep;;07:32:30;
19/08/2020;College;Practice SSL;01:05:24;
19/08/2020;Eat;;00:35:00;
19/08/2020;College;Practice SSL;02:12:27;
19/08/2020;Cook,Eat;Oats;00:26:18;
19/08/2020;Shopping,Cook,Eat;Breaded meat,Fries,Eggs;02:36:21;
19/08/2020;College;Summarize ASI;02:37:12;
19/08/2020;Work;;00:57:37;
19/08/2020;Cook,Eat,Training;Breaded meat,Fries,Eggs;01:29:33;
20/08/2020;Work,Mother's call;;01:25:19;Mother
20/08/2020;Sleep;;08:20:55;
20/08/2020;Eat;;00:09:39;
20/08/2020;College;Practice ASI;02:28:44;
20/08/2020;College,Cook,Eat;Virtual classes AED,Breaded meat,Fries,Eggs;02:42:18;
20/08/2020;College,Relax;Virtuales classes SSL;02:46:29;
20/08/2020;College;Practice ASI;01:41:00;
20/08/2020;Work;;00:57:47;
