Fecha;Actividad;Espcificacion;Tiempo;Personas Involucradas
27/05/2020;Cocinar,Comer,Ejercicio;Arroz,Osobuco al sarten,Huevos,Pan con queso;01:36:13;
27/05/2020;Trading;Estudio programación de grafos;02:36:45;
28/05/2020;Dormir;;08:24:09;
28/05/2020;Trading;Programación grafos;03:11:59;
28/05/2020;Facultad,Descanso;Clases virtuales ;00:38:27;
28/05/2020;Trading;Desarrollo Análisis de Datos;00:33:50;
28/05/2020;Facultad;TPI ASI ;00:51:25;
28/05/2020;Facultad;TPI ASI ;00:23:13;
28/05/2020;Facultad,Trading;TPI ASI,Desarollar Análisis de Datos;01:27:52;
28/05/2020;Facultad;Clases virutales;01:28:27;
28/05/2020;Trading,Facultad;Desarrollo Análisis de Datos,Clases virtuales;01:32:51;
29/05/2020;Facultad,Llamada madre,Cocinar;Parcial ASI;04:49:18;
29/05/2020;Cocinar,Comer;;01:04:23;
29/05/2020;Dormir;Inmsomio;09:24:00;
29/05/2020;Café;;00:23:46;
29/05/2020;Trading;Estudio Bases de Datos orientadas a Grafos;04:06:21;
29/05/2020;Buscando fasito;;00:42:07;
29/05/2020;Trading;Estudio Bases de Datos orientadas a Grafos;02:00:53;
29/05/2020;Compra fasito;;01:00:56;
29/05/2020;Trading;;02:12:24;
30/05/2020;Dormir;;08:28:59;
30/05/2020;Trading;Estudio Bases de Datos orientadas a Grafos;05:37:05;
30/05/2020;Facultad,Despegue Spacex;;03:06:23;
30/05/2020;Facultad;TP2 AED;02:55:37;
30/05/2020;Cocinar,Comer;Tallarines con tuco,Huevos;02:00:00;
31/05/2020;Trading;Desarrollar Base de Datos;00:17:46;
31/05/2020;Dormir;;07:15:00;
31/05/2020;Facultad;;00:28:52;
31/05/2020;Facultad;Resumen MAD;02:19:11;
31/05/2020;Trading;Estudiar Base de Datos Orientada a Grafos;02:49:15;
31/05/2020;Descanso;;00:27:46;
31/05/2020;Trading,Facultad;Estudio Bases de Datos orientadas a Grafos,TP2 AED;01:23:36;
31/05/2020;Facultad;TP2 AED;04:59:15;
31/05/2020;Canto,Cocinar,Comer;Tallarines con tuco,Atun;00:49:25;
01/06/2020;Dormir;;08:32:35;
01/06/2020;Café;;00:15:58;
01/06/2020;Facultad;TP2 AED;04:17:41;
01/06/2020;Facultad;Cuestionario 4 Práctico y Teórico;01:34:21;
01/06/2020;Trading;Estudio Bases de Datos orientadas a Grafos;02:28:38;
01/06/2020;Trading;Desarrollo Base de Datos;03:10:22;
02/06/2020;Cocinar,Comer ;Tallarines con tuco,Huevos;02:30:00;
02/06/2020;Dormir;;07:03:52;
02/06/2020;Café,Videos Youtube;;00:39:44;
02/06/2020;Trading;Desarrollo Base de Datos;06:34:31;
02/06/2020;Trading ;Desarrollo Base de Datos;03:05:57;
02/06/2020;Cocinar,Comer,Llamada madre,Descanso;;03:00:55;
03/06/2020;Dormir;;08:20:00;
03/06/2020;Café;;00:30:00;
03/06/2020;Trading;Desarrollo Analisis de Datos;03:53:23;
03/06/2020;Facultad,Transplante cannabis;Clases virtuales;02:24:24;
03/06/2020;Facultad;TP2 AED;00:52:51;
03/06/2020;Compras;;01:46:42;
03/06/2020;Orden y Limpieza;;00:30:58;
03/06/2020;Facultad;TP2 AED;01:29:36;
03/06/2020;Cocinar,Comer,Llamada madre;;02:20:55;
03/06/2020;Trading ;Desarrollar Análisis de Datos;00:20:00;
04/06/2020;Dormir;;08:35:54;
04/06/2020;Café;;00:27:55;
04/06/2020;Facultad;Resumir MAD,TP2 Teórico SOR;06:03:45;
04/06/2020;Facultad,Lectura,Descnaso;Clases virtuales;01:45:31;
04/06/2020;Facultad;Practicar MAD ;02:41:49;
04/06/2020;Facultad;Clases virtuales ASI;01:15:49;
05/06/2020;Dormir;;07:43:00;
05/06/2020;Café;;00:21:45;
05/06/2020;Facultad;Prácticar MAD,Programación;06:42:35;
05/06/2020;Descanso;;00:10:32;
05/06/2020;Facultad;Practicar MAD ;04:29:54;
05/06/2020;Cocinar,comer ;Carne al sartén,Ensalada,Tallarines;01:56:10;
06/06/2020;Dormir;;06:06:25;
06/06/2020;Café ;;00:15:00;
06/06/2020;Facultad;TP2 SOR Teórico, TP2 Grupal, Practica MAD;07:27:26;
06/06/2020;Comer;Carne al sartén,Ensalada,Tallarines;02:18:57;
06/06/2020;Trading;Desarrollar Análisis de Datos;04:02:45;
07/06/2020;Dormir;;08:13:58;
07/06/2020;Café;;00:25:00;
07/06/2020;Trading;Desarrollar Análisis de Datos;04:02:45;
07/06/2020;Descanso;;00:16:58;
07/06/2020;Trading;Desarrollar Análisis de Datos;05:31:22;
07/06/2020;Facultad,Llamada madre,Descanso;;00:50:46;
07/06/2020;Trading;Desarrollar Análisis de Datos;02:05:43;
08/06/2020;Cocinar,Comer ;Carne al sartén,Ensalada,Tallarines;02:02:00;
08/06/2020;Dormir;;08:45:00;
08/06/2020;Café;;00:20:00;
08/06/2020;Facultad;Cuestionario 5 MAD;05:56:31;
08/06/2020;Compra fasito,Limpieza y Orden;;02:08:54;
08/06/2020;Facultad ;Practicar ASI;03:04:17;
08/06/2020;Cocinar,Comer,Canto,Llamada madre;;02:20:28;
09/06/2020;Dormir;;08:18:58;
09/06/2020;Facultad;Practicar ASI;02:35:39;
09/06/2020;Trading;Desarrollo Análisis de Datos;05:40:51;
09/06/2020;Facultad,Trading;Clases virtuales,Desarrollo Análisis Datos;01:53:26;
09/06/2020;Cocinar,Comer;Chuletas de cerdo,Tallarines;01:14:36;
10/06/2020;Trading;Desarrollo Análisis de Datos;08:03:11;
10/06/2020;Facultad;Resumir MAD;04:39:01;
10/06/2020;Facultad,Vocalización;Clases virutales;02:02:10;
10/06/2020;Facultad;Resumir MAD;01:05:58;
10/06/2020;Trading;Desarrollar Análisis de Datos;03:17:53;
10/06/2020;Cocinar,Comer,Llamada madre,Ejercicio,Descanso;Chuletas de cerdo,Papas a la olla;02:14:29;
11/06/2020;Trading;Desarrollo Análisis de Datos;00:20:03;
11/06/2020;Dormir;;07:45:00;
11/06/2020;Facultad;Consultar ASI;01:24:26;
11/06/2020;Trading;Desarrollar Captura en Backtesting;05:36:44;
11/06/2020;Clases virtuales,Descanso;;02:16:53;
11/06/2020;Trading;Desarrollo Captura de Backtesting;02:18:58;
11/06/2020;Facultad;Clases virtuales,Practicar ASI;02:00:45;
12/06/2020;Cocinar,Comer;Chuletas de Cerdo a la olla,Papas,Tallarines,Huevos;02:05:08;
12/06/2020;Dormir;;07:11:45;
12/06/2020;Facultad;Resumir MAD,Practicar MAD;07:30:24;
12/06/2020;Trading;Desarrollar Captura en Backtesting;01:22:18;
12/06/2020;Comer,Descanso;Tallarines,Atun,Huevos,Papas;00:51:44;
12/06/2020;Trading ;Desarrollo Captura de Backtesting;05:01:32;
13/06/2020;Dormir;;08:30:00;
13/06/2020;Trading;Desarrollo Captura de Backtesting;01:45:00;
13/06/2020;Compra fasito,Comer;Tostadas con queso y huevo revuelto;01:47:45;
13/06/2020;Trading;Desarrollo Captura de Backtesting;04:14:49;
13/06/2020;Ejercicio,Comer;Tostadas con queso y huevo revuelto;01:00:00;
14/06/2020;Trading;Desarrollo Captura de Backtesting;01:43:32;
14/06/2020;Dormir;;08:04:00;
14/06/2020;Facultad;TP Teórico (Unidad 4) SOR;03:30:00;
14/06/2020;Ejercicio,Comer,Acomodar setup;Tostadas con queso y huevos;01:23:22;
14/06/2020;Trading;Desarrollar Captura en Backtesting;05:28:26;
15/06/2020;Cocinar,Comer;Tostadas con queso,Huevos;00:56:42;
15/06/2020;Trading ;Desarrollo Captura de Backtesting;00:33:58;
15/06/2020;Dormir;;07:42:09;
15/06/2020;Café;;00:30:32;
15/06/2020;Facultad;Cuestionario 6 MAD Práctico y Teórico;01:40:13;
15/06/2020;Descanso;;00:26:25;
15/06/2020;Facultad;TP Teórico (Unidad 4) SOR;05:23:31;
15/06/2020;Descanso;;00:19:17;
15/06/2020;Cocinar,Comer;Tostadas con queso y huevos;00:32:02;
16/06/2020;Trading;Desarrollar Captura en Backtesting;04:26:46;
16/06/2020;Dormir;;08:20:12;
16/06/2016;Mensajes ;;00:14:16;Nito Fernandez,Román Mansilla,Victor Paz,Madre
16/06/2020;Facultad;TP Teórico (Unidad 4) SOR;02:03:03;
16/06/2020;Café;;00:24:23;
16/06/2020;Vocalización;;00:43:34;
16/06/2020;Trading;Desarrollo Captura de Backtesting;03:40:29;
16/06/2020;Cocinar,Comer,Trading;Huevos,Pan con queso,Papas al horno;02:21:06;
16/06/2020;Socialización;;02:14:17;Román Mansilla
16/06/2020;Facultad,Llamada madre;Clases virutales;01:39:55;
16/06/2020;Mensajes;;00:22:28;Ramiro Correa,Juan Moreno,Nito Fernandez,Victor Paz
17/06/2020;Trading;Desarrollo Captura de Backtesting;01:37:04;
17/06/2020;Dormir;;07:59:58;
17/06/2020;Trading;Desarrollar Captura en Backtesting;05:12:48;
17/06/2020;Facultad;Clases virtuales;00:52:32;
17/06/2020;Compras;;02:15:33;
17/06/2020;Cocinar,Comer;Milanesas,Huevos,Tallarines,Pan;02:13:18;
17/06/2020;Facultad;TPI SOR (Segunda entrega);02:42:33;
18/06/2020;Dormir;;09:18:00;
18/06/2020;Facultad;Resumir MAD,Prácticar AED;04:29:10;
18/06/2020;Descanso;;00:08:19;
18/06/2020;Facultad;Resumir MAD;01:19:00;
18/06/2020;Facultad,Comer;Tallarines,Milanesas;01:31:32;
18/06/2020;Facultad;Parcial 2 SOR;01:44:43;
18/06/2020;Descanso;;00:34:10;
19/06/2020;Dormir;;07:14:02;
19/06/2020;Facultad;Resumir ASI;10:04:31;
19/06/2020;Ejercicio,Cocinar,Comer,Llamada madre;Tallarines,Milanesas,Pan;03:09:45;
19/06/2020;Facultad;Resumir ASI;00:50:18;
19/06/2020;Trading;Desarrollar Captura en Backtesting;01:17:04;
20/06/2020;Dormir;;07:34:00;
20/06/2020;Facultad;Resumir ASI;04:29:39;
20/06/2020;Ejercicio;Salir a correr;01:20:15;
20/06/2020;Facultad;Practicar AED,Resumir ASI;03:10:25;
20/06/2020;Descanso;;00:19:05;
20/06/2020;Trading;;00:46:18;
20/06/2020;Vocalización;;00:43:08;
20/06/2020;Trading;Desarrollo Captura de Backtesting;02:09:11;
21/06/2020;Comer;Milanesas,Tallarines;00:38:26;
21/06/2020;Trading;Desarrollo Captura de Backtesting;00:53:23;
21/06/2020;Dormir;;07:46:14;
21/06/2020;Facultad;TPI SOR (Segunda entrega);01:00:27;
21/06/2020;Trading;Desarrollo Captura de Backtesting;01:53:44;
21/06/2020;Trading;Desarrollo Captura de Backtesting;03:50:39;
21/06/2020;Cocinar,Comer;Tallarines,Milanesas,Pan;02:02:49;
21/06/2020;Facultad;TPI SOR (Segunda entrega),Resumen ASI;01:35:40;
21/06/2020;Trading;Desarrollo Captura de Backtesting;01:08:06;
22/06/2020;Trading;Desarrollo Captura de Backtesting;02:25:11;
22/06/2020;Dormir;;08:16:06;
22/06/2020;Facultad;Resumir y practicar MAD,Parcial AED,TPI SOR;05:54:27;
22/06/2020;Cocinar,Comer,ejercicio;Tallarines,Chuletas de Cerdo;01:06:06;
22/06/2020;Facultad;Parcial ASI ;01:59:41;
22/06/2020;Facultad;Practicad MAD;03:04:21;
23/06/2020;Dormir;;07:30:46;
23/06/2020;Facultad;Practicar MAD ;05:10:23;
23/06/2020;Compras;Cable canon;01:23:48;
23/06/2020;Mensajes,Prueba Microfono;Para oral de SOR;00:28:50;Nito Fernandez
23/06/2020;Facultad;Exposición TPI SOR;05:25:54;
23/06/2020;Facultad;Práctica MAD;00:54:36;
23/06/2020;Cocinar,Comer;Tallarines,Chuletas de Cerdo;01:11:08;
24/06/2020;Dormir;;07:45:00;
24/06/2020;Facultad;Cuestionario 7 MAD;03:00:16;
24/06/2020;Organización;;01:32:30;
24/06/2020;Facultad,Ejercicio,Guitarra;Clases virtuales;01:35:49;
24/06/2020;Facultad;Tarea ASI;03:14:38;
24/06/2020;Trading;Desarrollar Captura en Backtesting;02:35:46;
25/06/2020;Comer;Milanesas,Papas a la olla;01:50:17;
25/06/2020;Dormir;;08:07:20;
25/06/2020;Trading;Desarrollo Captura de Backtesting;02:31:53;
25/06/2020;Corte de internet,Guitarra;;02:37:41;
25/06/2020;Averiguar fasito;;00:26:47;
25/06/2020;Trading;Desarrollar Captura en Backtesting;01:57:00;
25/06/2020;Facultad;Clases virtuales;00:44:55;
25/06/2020;Trading;Desarrollar Captura en Backtesting;01:54:53;
25/06/2020;Comer,Cocinar,Facultad;Clases virtuales,Arroz con pata muslo;03:23:32;
26/06/2020;Dormir;;08:03:32;
26/06/2020;Trading;Conseguir Datos para Backtesting;08:05:57;
26/06/2020;Comer;Arroz,Pollo;00:15:41;
26/06/2020;Ejercicio ;Trote ;01:01:18;
26/06/2020;Trading;Conseguir Datos para Backtesting;02:21:52;
27/06/2020;Cocinar,Comer;Chuletas de Cerdo con tallarines ;02:30:00;
27/06/2020;Dormir;;08:15:38;
27/06/2020;Trading,Facultad,Focusyn;Conseguir Datos para Backtesting,Estudiar MAD,Maquetas focusyn;04:58:24;
27/06/2020;Trading,Comer;Conseguir Datos para Backtesting;02:39:05;
27/06/2020;Trading;Conseguir Datos para Backtesting;00:30:35;
27/06/2020;Facultad;Repasar MAD,Repasar SOR;05:07:38;
27/06/2020;Trading;Conseguir Datos para Backtesting;00:46:35;
28/06/2020;Dormir;;07:49:34;
28/06/2020;Enviar pistas Alcraneo;;00:34:41;
28/06/2020;Facultad;Repaso MAD,Repaso SOR;04:47:49;
28/06/2020;Mensajes;;00:22:09;Nito Fernandez,Juan Moreno,Ramiro Correa
28/06/2020;Trading;Conseguir Datos para Backtesting;01:32:28;
28/06/2020;Orden y Limpieza;;01:11:57;
28/06/2020;Trading;Desarrollar Captura en Backtesting;02:09:33;
29/06/2020;Comer,Llamada madre;;01:14:16;
29/06/2020;Dormir;;08:47:37;
29/06/2020;Facultad;Práctica SOR,Repaso MAD;06:25:46;
29/06/2020;Compras,Cocinar,Comer,Ejercicio;Tallarines,Huevos revueltos,Patamuslo,Pan;02:40:14;
29/06/2020;Facultad;Repasar MAD;01:23:52;
30/06/2020;Trading;Desarrollar Captura en Backtesting;01:29:45;
30/06/2020;Dormir;;08:00:00;
30/06/2020;Facultad;Repaso MAD;05:32:18;
30/06/2020;Comer,Descanso;;01:24:30;
30/06/2020;Facultad;Repaso MAD;04:58:59;
30/06/2020;Descanso;;00:18:01;
30/06/2020;Trading;Desarrollar Captura en Backtesting;01:18:48;
01/07/2020;Comer;;00:29:47;
01/07/2020;Dormir;;08:08:19;
01/07/2020;Facultad;Rendir Final MAD;02:56:56;
01/07/2020;Descanso;;01:00:00;
01/07/2020;Facultad;Repasar SOR;04:09:11;
01/07/2020;Cocinar,Comer;Chuleta de cerdo,Huevo,Pan;01:15:00;
01/07/2020;Facultad;Repasar SOR;03:30:02;
01/07/2020;Trading,Comer;;01:15:00;
02/07/2020;Dormir;;09:03:29;
02/07/2020;Facultad;Repaso SOR,Exámen SOR ;07:15:00;
02/07/2020;Cocinar,Comer;Milanesas,Arroz;02:19:30;
02/07/2020;Trading;Desarrollar Captura en Backtesting;02:36:25;
03/07/2020;Dormir;;07:38:19;
03/07/2020;Trading;Desarrollar Captura en Backtesting;01:06:44;
03/07/2020;Cocinar,Comer;Milanesas,Arroz;01:22:41;
03/07/2020;Trading;Desarrollar Captura de Datos;04:54:29;
03/07/2020;Compras,Comer;;01:49:21;
03/07/2020;Trading;Desarrollar Captura de Datos;01:46:44;
03/07/2020;Compra fasito;;01:34:06;
04/07/2020;Trading;Desarrollar Caputura de Datos;01:52:32;
04/07/2020;Dormir;;08:27:00;
04/07/2020;Trading;Desarrollar Captura de Datos;01:21:32;
04/07/2020;Cocinar,Comer,Trading;Chuletas,Tallarines,Pan,Desarrollar Captura de Datos;01:50:35;
04/07/2020;Trading;Desarrollar Captura de Datos;03:52:00;
04/07/2020;Retirar ropa;;00:21:59;
04/07/2020;Trading;Desarrollar Captura de Datos;01:21:44;
04/07/2020;Limpieza y Orden;;03:44:06;
05/07/2020;Socialización;;05:40:36;Nito Fernandez,Juan Moreno,Bruno Temprano
05/07/2020;Dormir;;08:33:00;
05/07/2020;Acomodar Archivos;;02:20:00;
05/07/2020;Cocinar,Comer,Descanso;;01:46:45;
05/07/2020;Llamadas ;;01:07:05;Madre,Franco Herrera
05/07/2020;Trading;Desarrollo Captura de Datos;04:18:15;
06/07/2020;Dormir;;07:57:48;
06/07/2020;Trading,Alcraneo;Desarrollo Captura de Datos,Armar Sesiones;02:20:17;
06/07/2020;Cocinar,Comer;Chuletas,Tallarines;02:17:16;
06/07/2020;Trading;Desarrollar Captura de Datos;03:37:45;
06/07/2020;Comer;;00:34:21;
07/07/2020;Mezcla Alcraneo;;05:36:53;
07/07/2020;Dormir;;08:08:22;
07/07/2020;Trading;Desarrollar Captura de Datos;03:15:36;
07/07/2020;Cocinar,Comer,Descanso;Chuleta de cerdo a la olla,Papas,Huevos;01:52:38;
07/07/2020;Trading;Desarrollar Captura de Datos;06:16:15;
07/07/2020;Cocinar,Comer,Descanso;;02:31:59;
08/07/2020;Dormir;;08:06:15;
08/07/2020;Trading;Desarrollar Captura de Datos;03:46:08;
08/07/2020;Comer;;00:39:06;
08/07/2020;Trading;Desarrollar Captura de Datos;04:36:00;
09/07/2020;Cocinar,Comer;Tallarines con tuco,Chuleta de cerdo,Huevos;02:30:00;
09/07/2020;Dormir;;07:06:10;
09/07/2020;Trading;Desarrollar Captura de Datos;03:22:57;
09/07/2020;Comer;;00:44:06;
09/07/2020;Trading;Desarrollar Caputura de Datos;05:25:40;
10/07/2020;Mezcla Alcraneo;;04:38:03;
10/07/2020;Dormir;;08:57:07;
10/07/2020;Trading;Desarrollar Captura de Datos;01:42:28;
10/07/2020;Compras,Cocinar,Comer;;02:42:27;
10/07/2020;Pagar impuestos;;00:25:12;
10/07/2020;Trading;Desarrollar Captura de Datos;04:50:26;
10/07/2020;Llamada madre;;00:23:20;
11/07/2020;Trading;Desarrollar Captura de Datos;01:26:53;
11/07/2020;Dormir;;01:26:53;
11/07/2020;Trading;Desarrollar Captura de Datos;02:18:11;
11/07/2020;Comer;;00:50:53;
11/07/2020;Trading;Desarrollar Captura de Datos;03:38:08;
11/07/2020;Cocinar,Comer,Descanso;Tallarines,Milanesas,Pan;01:49:12;
12/07/2020;Trading;Desarrollar Captura de Datos;04:11:37;
12/07/2020;Comer;;00:24:53;
12/07/2020;Dormir;;07:33:03;
12/07/2020;Trading;Desarrollar Captura de Datos;01:14:58;
12/07/2020;Cocinar,Comer;;01:14:51;
12/07/2020;Acomodar Plantas;;00:22:42;
12/07/2020;Organización;;00:26:46;
12/07/2020;Trading;Desarrollo Captura de Datos;04:45:18;
12/07/2020;Ejercicio,Musica,Vocalización;;04:04:10;
13/07/2020;Socialización;;05:35:20;Nito Fernandez,Juan Moreno, Ramiro Correa,Nuty Ortiz
13/07/2020;Dormir;;07:26:17;
13/07/2020;Café;;00:26:06;
13/07/2020;Organización y Estrategia;;01:27:23;
13/07/2020;Facultad;Resumir ASI;00:50:02;
13/07/2020;Compras,Cocinar,Comer,Descanso;Tallarines con tuco,Osobuco al sarten,Huevos ;03:24:56;
13/07/2020;Café;;00:16:07;
13/07/2020;Trading;Captura de Datos;02:44:06;
13/07/2020;Compra fasito;;01:05:31;
14/07/2020;Trading;Captura de Datos;01:02:18;
14/07/2020;Dormir;;08:54:26;
14/07/2020;Facultad;Practicar ASI;01:29:49;
14/07/2020;Trading;Captura de Datos;01:12:03;
14/07/2020;Comer;;01:15:43;
14/07/2020;Focusyn;Escribir Batería Picaflor;00:55:19;
14/07/2020;Ir a buscar guitarra a lo de Nito;;00:42:15;
14/07/2020;Trading;Captura de Datos;01:52:12;
14/07/2020;Trading;Captura de Datos;03:01:25;
15/07/2020;Cocinar,Comer,Musica,Ejercicio;;03:07:31;
15/07/2020;Dormir;;08:02:15;
15/07/2020;Instalación EzDrummer 2,Musica;;01:20:45;
15/07/2020;Cocinar,Comer;Osobuco al horno,Tallarines con tuco,Huevos;02:45:49;
15/07/2020;Instalación EzDrummer 2;;01:55:20;
15/07/2020;Trading;Captura de Datos;01:06:49;
15/07/2020;Ejercicio;;00:47:32;
15/07/2020;Trading;Captura de Datos;01:45:38;
15/07/2020;Comer,Descanso;;01:01:30;
15/07/2020;Instalación Ezdrummer;;00:58:04;
16/07/2020;Focusyn;Grabar maqueta picaflor;02:13:07;
16/07/2020;Dormir;;07:52:58;
16/07/2020;Trading;Captura de Datos;01:12:16;
16/07/2020;Cocinar,Comer;Tallarines con tuco,Osobuco al horno,Huevos;02:03:50;
16/07/2020;Trading;Captura de Datos;02:22:11;
16/07/2020;Focusyn;Grabar maqueta picaflor;02:22:22;
16/07/2020;Facultad;Clase de consulta ASI;00:30:42;
16/07/2020;Focusyn;Grabar maqueta picaflor;01:32:26;
16/07/2020;Comer;;00:40:03;
16/07/2020;Trading;Captura de Datos;01:35:58;
17/07/2020;Dormir;;08:25:27;
17/07/2020;Trading,Alcraneo;Captura de Datos,Acomodar sesiones;02:07:15;
17/07/2020;Cocinar,Comer;Milanesas,Papas al horno,Huevos,Polenta;01:44:37;
17/07/2020;Trading,Alcraneo;Captura de Datos,Acomodar sesiones;06:05:38;
17/07/2020;Ejercicio;;01:05:30;
18/07/2020;Cocinar,Comer;Arroz,Papas al horno;01:36:56;
18/07/2020;Dormir;;08:44:43;
18/07/2020;Trading ;Captura de Datos;01:55:46;
18/07/2020;Comprar,Cocinar,Comer;Milanesas,Arroz;02:14:15;
18/07/2020;Trading;Capura de datos;01:06:46;
18/07/2020;Alcraneo;Acomodar sesiones,Mezcla;03:37:15;
18/07/2020;Alcraneo,Orden y Limpieza,Comer;Milanesa,Arroz,Papas al horno;05:41:04;
19/07/2020;Dormir;;07:30:00;
19/07/2020;Facultad;Practicar ASI;03:51:52;
20/07/2020;Vocalización,Focusyn,Socialización;Ensayo;13:01:47;Nito Fernandez,Ramiro Correa,Juan Moreno,Julieta Nuńez
20/07/2020;Dormir;;07:45:10;
20/07/2020;Café,Caca;;00:29:50;
20/07/2020;Facultad;Enviar dudas ASI;01:10:49;
20/07/2020;Cocinar,Comer,Ejercicio;Carne al horno,Tallarines con tuco;01:45:54;
20/07/2020;Trading;Desarrollo Visualización de Datos;06:15:43;
21/07/2020;Cocinar,Comer,Vocalización;;02:29:34;
21/07/2020;Dormir;;08:58:55;
21/07/2020;Trading;Mejorar Análisis y Visualización de Datos;03:26:58;
21/07/2020;Ejercicio;;00:56:49;
21/07/2020;Compras,Comer;Atun con pan,Maní;01:34:08;
21/07/2020;Trading;Backtesting;03:28:49;
22/07/2020;Cocinar,Comer,Canto;Tallarines con tuca,Osobuco al horno,Huevos,Pan;02:43:28;
22/07/2020;Dormir;;06:46:27;
22/07/2020;Trading;Backtesting;01:51:13;
22/07/2020;Facultad;Practicar ASI;03:16:26;
22/07/2020;Cocinar,Comer;Carne sin hueso al horno,Huevos;01:47:44;
22/07/2020;Descanso;;00:24:32;
22/07/2020;Facultad;Dudas ASI;02:11:06;
23/07/2020;Trading;Desarrollo Backtesting;02:55:00;
23/07/2020;Dormir;;08:53:30;
23/07/2020;Facultad;Dudas ASI;02:00:28;
23/07/2020;Cocinar,Comer;Tallarines con Tuco,Carne sin hueso al horno;02:01:19;
23/07/2020;Trading;Backtesting;03:24:48;
23/07/2020;Ejercicio;;00:49:35;
23/07/2020;Comer;;00:58:13;
23/07/2020;Trading;Mejorar Backtesting;01:01:48;
24/07/2020;Dormir;;08:30:00;
24/07/2020;Facultad;Dudas ASI;02:06:54;
24/07/2020;Cocinar,Comer;Milanesas,Arroz,Huevos ;02:03:46;
24/07/2020;Descanso,Sacar plata;;00:54:00;
24/07/2020;Trading;Backtesting;04:57:19;
25/07/2020;Dormir;;08:53:14;
25/07/2020;Trading;Backtesting;02:11:04;
25/07/2020;Cocinar,Comer;Milanesas,Pure,Huevos;00:49:54;
25/07/2020;Trading;Backtesting;01:23:17;
25/07/2020;Trading,Recuperar archivos de disco externo;Backtesting;01:07:43;
25/07/2020;Ejercicio;;00:46:09;
25/07/2020;Orden y Limpieza;;01:06:43;
26/07/2020;Alcraneo;Mezcla;05:05:42;
26/07/2020;Cocinar,Comer;Milanesas;00:51:00;
26/07/2020;Dormir;;08:27:37;
26/07/2020;Trading;Backtesting;01:15:10;
26/07/2020;Comer;;00:52:23;
26/07/2020;Trading ;Backtesting;01:06:44;
26/07/2020;Vocalización,Focusyn,Cocinar,Comer;Ensayo,Osobuco al horno,Polenta;07:20:16;
26/07/2020;Trading;Backtesting;00:41:16;
27/07/2020;Llamada madre;;01:07:00;
27/07/2020;Dormir;;07:30:00;
27/07/2020;Facultad,Trading;Organizar;01:03:38;
27/07/2020;Facultad,Trading;Clases virtuales,Backtesting;02:08:48;
27/07/2020;Trading;;00:33:51;
27/07/2020;Cocinar,Comer,Descanso;Osobuco al horno,Pure de papas;01:43:00;
27/07/2020;Trading;Backtesting;01:36:47;
27/07/2020;Facultad;Clases virtuales ASI;01:27:55;
27/07/2020;Comprar,Cocinar,Comer,Llamada madre,Ejercicio;Nalga al horno,Pure,Huevos;03:48:02;
28/07/2020;Dormir;;09:15:32;
28/07/2020;Facultad;Resumir ASI;02:00:07;
28/07/2020;Comer;;00:58:00;
28/07/2020;Facultad;Resumir ASI,Instalar programas PPR;03:13:17;
28/07/2020;Trading;Backtesting;00:32:20;
28/07/2020;Cocinar,Backtesting;Nalga al horno,Pure;01:13:44;
28/07/2020;Facultad;Clases virutales PPR;02:40:39;
28/07/2020;Trading;Backtesting;01:05:12;
28/07/2020;Comer,Descanso;;01:13:01;
29/07/2020;Dormir;;08:30:00;
29/07/2020;Trading;Backtesting;01:01:10;
29/07/2020;Facultad,Ejercicio,Cocinar,Comer;Milanesas al horno,Pure,Huevos,Clases virutales SSL;03:33:51;
29/07/2020;Facultad;Practicar ASI;02:25:03;
29/07/2020;Trading;Backtesting;02:32:32;
29/07/2020;Comer;;00:31:05;
29/07/2020;Trading;Backtesting;00:59:28;
30/07/2020;Facultad;Resumir SSL;00:22:08;
30/07/2020;Comer;;00:39:12;
30/07/2020;Dormir;;08:12:12;
30/07/2020;Café;;00:19:00;
30/07/2020;Facultad;Practicar ASI;01:11:43;
30/07/2020;Trading;Backtesting;00:50:19;
30/07/2020;Comer;;00:39:06;
30/07/2020;Trading;Backtesting;00:58:14;
30/07/2020;Facultad,Ejercicio,Cocinar;Clases virutales SSL;01:48:28;
30/07/2020;Cocinar,Comer,Descanso;Nalga al horno,Tallarines con tuco;00:57:33;
30/07/2020;Trading;Backtesting;02:04:50;
30/07/2020;Facultad;Clases virtuales ASI;02:15:18;
30/07/2020;Comer;;00:34:14;
31/07/2020;Cocinar,Comer;Nalga al horno;01:06:00;
31/07/2020;Dormir;;08:21:09;
31/07/2020;Facultad;Practicar ASI;01:49:40;
31/07/2020;Comer;;00:26:53;
31/07/2020;Trading;Backtesting;01:46:26;
31/07/2020;Compras,Comer;Sanguche de milanesa de pollo;01:37:19;
31/07/2020;Facultad,Limpieza y orden;Resumir SSL,Clases virtuales PPR;06:20:16;
01/08/2020;Ejercicio,Cocinar;Nalga al horno,Arroz;01:00:07;
01/08/2020;Comer;;01:00:45;
01/08/2020;Dormir;;08:25:45;
01/08/2020;Trading;Backtesting;01:25:12;
01/08/2020;Comer;;00:55:16;
01/08/2020;Trading;Backtesting;02:16:45;
01/08/2020;Facultad;Resumir ASI;01:10:42;
01/08/2020;Facultad,Trading;Practicar ASI,Desarrollar sistema Backtesting;01:08:30;
01/08/2020;Comer;;00:51:00;
01/08/2020;Facultad,Trading;Practicar ASI,Desarrollar sistema Backtesting;00:11:30;
